Application,Product,Drug,NDA,Marketing,Sponsor,Form,Strength,Ingredient,DocumentType,DocumentDate,DocumentURL
20734,15,CLINIMIX 5/15 SULFITE FREE IN DEXTROSE 15% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;15GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,16,CLINIMIX 5/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;20GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,17,CLINIMIX 5/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;25GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,18,CLINIMIX 5/35 SULFITE FREE IN DEXTROSE 35% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;35GM/100ML,AMINO ACIDS; DEXTROSE,,,
20743,1,NORITATE,N020743,Prescription,VALEANT PHARMS NORTH,CREAM (TOPICAL),1%,METRONIDAZOLE,Review,2003-08-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020743_noritate_toc.cfm
20766,1,XENICAL,N020766,Prescription,CHEPLAPHARM,CAPSULE (ORAL),120MG,ORLISTAT,Label,1999-04-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/20766lbl.pdf
20779,1,VIRACEPT,N020779,Prescription,AGOURON PHARMS,TABLET (ORAL),EQ 250MG BASE,NELFINAVIR MESYLATE,Review,1997-03-14T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020779ap.pdf
20785,1,THALOMID,N020785,Prescription,CELGENE,CAPSULE (ORAL),50MG,THALIDOMIDE,Letter,1998-07-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20785ltr.pdf
20785,2,THALOMID,N020785,Prescription,CELGENE,CAPSULE (ORAL),100MG,THALIDOMIDE,Letter,1998-07-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20785ltr.pdf
20785,3,THALOMID,N020785,Prescription,CELGENE,CAPSULE (ORAL),200MG,THALIDOMIDE,Letter,1998-07-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20785ltr.pdf
20785,4,THALOMID,N020785,Prescription,CELGENE,CAPSULE (ORAL),150MG,THALIDOMIDE,Letter,1998-07-16T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20785ltr.pdf
20803,1,ALREX,N020803,Prescription,BAUSCH AND LOMB,SUSPENSION/DROPS (OPHTHALMIC),0.20%,LOTEPREDNOL ETABONATE,Label,1998-03-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20803lbl.pdf
20805,1,CIPRO HC,N020805,Prescription,NOVARTIS,SUSPENSION/DROPS (OTIC),EQ 0.2% BASE;1%,CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,Letter,1998-02-10T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20805-mr.pdf
20849,1,PROSOL 20% SULFITE FREE IN PLASTIC CONTAINER,N020849,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),20% (20GM/100ML),AMINO ACIDS,Label,1998-08-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20849lbl.pdf
20855,1,MESNEX,N020855,Prescription,BAXTER HLTHCARE,TABLET (ORAL),400MG,MESNA,Review,2003-05-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020855_mesnex.cfm
20870,1,COMBIPATCH,N020870,Prescription,NOVEN PHARMS INC,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.05MG/24HR;0.14MG/24HR,ESTRADIOL; NORETHINDRONE ACETATE,Label,1998-08-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20870lbl.pdf
20870,2,COMBIPATCH,N020870,Prescription,NOVEN PHARMS INC,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.05MG/24HR;0.25MG/24HR,ESTRADIOL; NORETHINDRONE ACETATE,Label,1998-08-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20870lbl.pdf
20905,1,ARAVA,N020905,Prescription,SANOFI AVENTIS US,TABLET (ORAL),10MG,LEFLUNOMIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020905_leflunomide_Arava_WR.pdf
20905,2,ARAVA,N020905,Prescription,SANOFI AVENTIS US,TABLET (ORAL),20MG,LEFLUNOMIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020905_leflunomide_Arava_WR.pdf
20905,3,ARAVA,N020905,Prescription,SANOFI AVENTIS US,TABLET (ORAL),100MG,LEFLUNOMIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020905_leflunomide_Arava_WR.pdf
21004,1,EPIVIR-HBV,N021004,Prescription,GLAXOSMITHKLINE,SOLUTION (ORAL),5MG/ML,LAMIVUDINE,Letter,1998-12-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/21003_Epivir-HBV_Approv.pdf
21008,1,SANDOSTATIN LAR,N021008,Prescription,NOVARTIS,INJECTABLE (INJECTION),EQ 10MG BASE/VIAL,OCTREOTIDE ACETATE,Label,1998-11-25T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/21008lbl.pdf
21008,2,SANDOSTATIN LAR,N021008,Prescription,NOVARTIS,INJECTABLE (INJECTION),EQ 20MG BASE/VIAL,OCTREOTIDE ACETATE,Label,1998-11-25T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/21008lbl.pdf
21008,3,SANDOSTATIN LAR,N021008,Prescription,NOVARTIS,INJECTABLE (INJECTION),EQ 30MG BASE/VIAL,OCTREOTIDE ACETATE,Label,1998-11-25T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/21008lbl.pdf
21024,1,PRIFTIN,N021024,Prescription,SANOFI AVENTIS US,TABLET (ORAL),150MG,RIFAPENTINE,Letter,1998-06-22T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/21024ltr.pdf
21038,1,PRECEDEX,N021038,Prescription,HOSPIRA,INJECTABLE (INJECTION),EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML),DEXMEDETOMIDINE HYDROCHLORIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21038_dexmedetomidine_Original_WR.pdf
21038,2,PRECEDEX,N021038,Prescription,HOSPIRA,INJECTABLE (INJECTION),EQ 200MCG BASE/50ML (EQ 4MCG BASE/ML),DEXMEDETOMIDINE HYDROCHLORIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21038_dexmedetomidine_Original_WR.pdf
21038,3,PRECEDEX,N021038,Prescription,HOSPIRA,INJECTABLE (INJECTION),EQ 400MCG BASE/100ML (EQ 4MCG BASE/ML),DEXMEDETOMIDINE HYDROCHLORIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21038_dexmedetomidine_Original_WR.pdf
21038,4,PRECEDEX,N021038,Prescription,HOSPIRA,INJECTABLE (INJECTION),EQ 80MCG BASE/20ML (EQ 4MCG BASE/ML),DEXMEDETOMIDINE HYDROCHLORIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21038_dexmedetomidine_Original_WR.pdf
21038,5,PRECEDEX,N021038,Prescription,HOSPIRA,INJECTABLE (INJECTION),EQ 1MG BASE/250ML (EQ 4MCG BASE/ML),DEXMEDETOMIDINE HYDROCHLORIDE,Pediatric Written Request,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21038_dexmedetomidine_Original_WR.pdf
21056,1,TARGRETIN,N021056,Prescription,BAUSCH,GEL (TOPICAL),1%,BEXAROTENE,Letter,2000-06-28T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21056ltr.pdf
21067,1,ASMANEX TWISTHALER,N021067,Prescription,ORGANON,POWDER (INHALATION),0.22MG/INH,MOMETASONE FUROATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021067s003_Mometasone_Clinical_PREA.pdf
21067,2,ASMANEX TWISTHALER,N021067,Prescription,ORGANON,POWDER (INHALATION),0.11MG/INH,MOMETASONE FUROATE,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021067s003_Mometasone_Clinical_PREA.pdf
21108,1,RENOVA,N021108,Prescription,VALEANT PHARMS NORTH,CREAM (TOPICAL),0.02%,TRETINOIN,Letter,2000-08-31T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21108LTr.PDF
21119,1,VISUDYNE,N021119,Prescription,VALEANT LUXEMBOURG,INJECTABLE (INJECTION),15MG/VIAL,VERTEPORFIN,Letter,2000-04-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21119ltr.pdf
21145,1,VANIQA,N021145,Prescription,SKINMEDICA,CREAM (TOPICAL),13.90%,EFLORNITHINE HYDROCHLORIDE,Label,2000-07-27T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21145lbl.pdf
21146,1,ATROPINE SULFATE,N021146,Discontinued,HOSPIRA,SOLUTION (INTRAVENOUS),0.5MG/5ML (0.1MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ATROPINE SULFATE,Label,2001-07-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-146_Atropine%20Sulfate_prntlbl.pdf
21146,2,ATROPINE SULFATE,N021146,Prescription,HOSPIRA,SOLUTION (INTRAVENOUS),0.25MG/5ML (0.05MG/ML),ATROPINE SULFATE,Label,2001-07-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-146_Atropine%20Sulfate_prntlbl.pdf
21146,3,ATROPINE SULFATE,N021146,Prescription,HOSPIRA,SOLUTION (INTRAVENOUS),1MG/10ML (0.1MG/ML),ATROPINE SULFATE,Label,2001-07-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-146_Atropine%20Sulfate_prntlbl.pdf
21146,4,ATROPINE SULFATE,N021146,Prescription,HOSPIRA,SOLUTION (INTRAVENOUS),0.5MG/5ML (0.1MG/ML),ATROPINE SULFATE,Label,2001-07-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-146_Atropine%20Sulfate_prntlbl.pdf
21146,5,ATROPINE SULFATE,N021146,Prescription,HOSPIRA,SOLUTION (INTRAVENOUS),1MG/10ML (0.1MG/ML),ATROPINE SULFATE,Label,2001-07-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-146_Atropine%20Sulfate_prntlbl.pdf
21163,1,INFUVITE ADULT,N021163,Prescription,SANDOZ CANADA INC,SOLUTION (INTRAVENOUS),2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;0.03MG/ML,ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,Label,2000-05-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21163lbl.pdf
21163,2,INFUVITE ADULT,N021163,Prescription,SANDOZ CANADA INC,SOLUTION (INTRAVENOUS),2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;30MCG/ML,ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K,Label,2000-05-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21163lbl.pdf
21184,1,TAZORAC,N021184,Prescription,ALLERGAN,CREAM (TOPICAL),0.05%,TAZAROTENE,Letter,2000-09-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21184ltr.pdf
21184,2,TAZORAC,N021184,Prescription,ALLERGAN,CREAM (TOPICAL),0.10%,TAZAROTENE,Letter,2000-09-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21184ltr.pdf
21184,3,AVAGE,N021184,Prescription,ALLERGAN,CREAM (TOPICAL),0.10%,TAZAROTENE,Letter,2000-09-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21184ltr.pdf
21197,1,CETROTIDE,N021197,Prescription,EMD SERONO INC,INJECTABLE (INJECTION),EQ 0.25MG BASE/ML,CETRORELIX,Label,2000-08-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21197lbl.pdf
21197,2,CETROTIDE,N021197,Discontinued,EMD SERONO INC,INJECTABLE (INJECTION),EQ 3MG BASE/ML,CETRORELIX,Label,2000-08-11T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21197lbl.pdf
21201,1,ASCLERA,N021201,Prescription,CHEMISCH FBRK KRSSLR,SOLUTION (INTRAVENOUS),10MG/2ML (5MG/ML),POLIDOCANOL,Label,2010-04-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021201lbl.pdf
21201,2,ASCLERA,N021201,Prescription,CHEMISCH FBRK KRSSLR,SOLUTION (INTRAVENOUS),20MG/2ML (10MG/ML),POLIDOCANOL,Label,2010-04-04T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021201lbl.pdf
21232,1,ORFADIN,N021232,Prescription,SWEDISH ORPHAN,CAPSULE (ORAL),2MG,NITISINONE,Label,2002-01-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21232lbl.pdf
21232,2,ORFADIN,N021232,Prescription,SWEDISH ORPHAN,CAPSULE (ORAL),5MG,NITISINONE,Label,2002-01-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21232lbl.pdf
21232,3,ORFADIN,N021232,Prescription,SWEDISH ORPHAN,CAPSULE (ORAL),10MG,NITISINONE,Label,2002-01-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21232lbl.pdf
21232,4,ORFADIN,N021232,Prescription,SWEDISH ORPHAN,CAPSULE (ORAL),20MG,NITISINONE,Label,2002-01-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21232lbl.pdf
21234,1,FLECTOR,N021234,Prescription,INST BIOCHEM,SYSTEM (TOPICAL),1.30%,DICLOFENAC EPOLAMINE,Label,2007-02-02T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021234lbl.pdf
21258,1,CLIMARA PRO,N021258,Prescription,BAYER HLTHCARE,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.045MG/24HR;0.015MG/24HR,ESTRADIOL; LEVONORGESTREL,Letter,2003-11-28T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21258ltr.pdf
21264,1,APOKYN,N021264,Discontinued,MDD US,INJECTABLE (SUBCUTANEOUS),20MG/2ML (10MG/ML),APOMORPHINE HYDROCHLORIDE,Letter,2004-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21264ltr.pdf
21264,2,APOKYN,N021264,Prescription,MDD US,INJECTABLE (SUBCUTANEOUS),30MG/3ML (10MG/ML),APOMORPHINE HYDROCHLORIDE,Letter,2004-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21264ltr.pdf
21265,1,INFUVITE PEDIATRIC,N021265,Prescription,SANDOZ CANADA INC,INJECTABLE (INTRAVENOUS),"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,Letter,2001-02-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_Approv.pdf
21265,1,INFUVITE PEDIATRIC,N021265,Prescription,SANDOZ CANADA INC,INJECTABLE (INTRAVENOUS),"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL HYDROCHLORIDE; VITAMIN A; VITAMIN K,Letter,2001-02-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_Approv.pdf
21265,2,INFUVITE PEDIATRIC (PHARMACY BULK PACKAGE),N021265,Prescription,SANDOZ CANADA INC,INJECTABLE (INTRAVENOUS),"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,Letter,2001-02-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_Approv.pdf
21265,2,INFUVITE PEDIATRIC (PHARMACY BULK PACKAGE),N021265,Prescription,SANDOZ CANADA INC,INJECTABLE (INTRAVENOUS),"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL HYDROCHLORIDE; VITAMIN A; VITAMIN K,Letter,2001-02-21T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-265_Infuvite%20Pediatric_Approv.pdf
21269,1,CARDURA XL,N021269,Prescription,UPJOHN,"TABLET, EXTENDED RELEASE (ORAL)",EQ 4MG BASE,DOXAZOSIN MESYLATE,Label,2005-02-23T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021269lbl.pdf
21269,2,CARDURA XL,N021269,Prescription,UPJOHN,"TABLET, EXTENDED RELEASE (ORAL)",EQ 8MG BASE,DOXAZOSIN MESYLATE,Label,2005-02-23T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021269lbl.pdf
21288,1,TRELSTAR,N021288,Prescription,VERITY,INJECTABLE (INTRAMUSCULAR),EQ 11.25MG BASE/VIAL,TRIPTORELIN PAMOATE,Letter,2001-06-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21288ltr.pdf
21305,2,HICON,N021305,Discontinued,JUBILANT,SOLUTION (ORAL),1-250mCi/0.25ML,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21305,3,HICON,N021305,Discontinued,JUBILANT,SOLUTION (ORAL),1-500mCi/0.5ML,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21305,4,SODIUM IODIDE I 131,N021305,Discontinued,JUBILANT,CAPSULE (ORAL),2-200mCi,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21305,5,HICON,N021305,Discontinued,JUBILANT,SOLUTION (ORAL),1-1000mCi/ML,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21305,6,SODIUM IODIDE I 131,N021305,Prescription,JUBILANT,CAPSULE (ORAL),0.009-0.1mCi,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21305,7,HICON,N021305,Prescription,JUBILANT,SOLUTION (ORAL),250-1000mCi,SODIUM IODIDE I-131,Letter,2003-01-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21305ltr.pdf
21314,1,IDKIT:HP,N021314,Prescription,EXALENZ BIOSCIENCE,"FOR SOLUTION, TABLET, FOR SOLUTION (ORAL)","N/A,4GM;75MG,N/A",CITRIC ACID; UREA C-13,Label,2003-04-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21314_BreathID_lbl.pdf
21316,1,ALTOPREV,N021316,Discontinued,COVIS,"TABLET, EXTENDED RELEASE (ORAL)",10MG,LOVASTATIN,Letter,2002-06-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21316ltr.pdf
21316,2,ALTOPREV,N021316,Prescription,COVIS,"TABLET, EXTENDED RELEASE (ORAL)",20MG,LOVASTATIN,Letter,2002-06-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21316ltr.pdf
21316,3,ALTOPREV,N021316,Prescription,COVIS,"TABLET, EXTENDED RELEASE (ORAL)",40MG,LOVASTATIN,Letter,2002-06-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21316ltr.pdf
21316,4,ALTOPREV,N021316,Prescription,COVIS,"TABLET, EXTENDED RELEASE (ORAL)",60MG,LOVASTATIN,Letter,2002-06-26T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21316ltr.pdf
21336,1,EMSAM,N021336,Prescription,SOMERSET,"FILM, EXTENDED RELEASE (TRANSDERMAL)",6MG/24HR,SELEGILINE,Letter,2006-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021708s000_021336s000ltr.pdf
21336,2,EMSAM,N021336,Prescription,SOMERSET,"FILM, EXTENDED RELEASE (TRANSDERMAL)",9MG/24HR,SELEGILINE,Letter,2006-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021708s000_021336s000ltr.pdf
21336,3,EMSAM,N021336,Prescription,SOMERSET,"FILM, EXTENDED RELEASE (TRANSDERMAL)",12MG/24HR,SELEGILINE,Letter,2006-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021708s000_021336s000ltr.pdf
21355,1,ANGELIQ,N021355,Prescription,BAYER HLTHCARE,TABLET (ORAL),0.25MG;0.5MG,DROSPIRENONE; ESTRADIOL,Label,2005-09-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021355lbl.pdf
21355,2,ANGELIQ,N021355,Prescription,BAYER HLTHCARE,TABLET (ORAL),0.5MG;1MG,DROSPIRENONE; ESTRADIOL,Label,2005-09-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021355lbl.pdf
21450,3,ZOMIG,N021450,Prescription,ASTRAZENECA,SPRAY (NASAL),2.5MG/SPRAY,ZOLMITRIPTAN,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21450 zolmitriptan clinical prea.pdf
21450,4,ZOMIG,N021450,Prescription,ASTRAZENECA,SPRAY (NASAL),5MG/SPRAY,ZOLMITRIPTAN,Pediatric Medical Review,1900-01-01T00:00:00Z,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21450 zolmitriptan clinical prea.pdf
21479,1,ZELAPAR,N021479,Prescription,BAUSCH,"TABLET, ORALLY DISINTEGRATING (ORAL)",1.25MG,SELEGILINE HYDROCHLORIDE,Label,2006-06-20T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021479lbl.pdf
21481,1,FUZEON,N021481,Prescription,ROCHE,INJECTABLE (SUBCUTANEOUS),90MG/VIAL,ENFUVIRTIDE,Label,2003-03-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021481lbl.pdf
21503,1,VIRACEPT,N021503,Prescription,AGOURON PHARMS,TABLET (ORAL),EQ 625MG BASE,NELFINAVIR MESYLATE,Label,2003-05-06T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021503lbl.pdf
21560,1,ZORTRESS,N021560,Prescription,NOVARTIS,TABLET (ORAL),0.25MG,EVEROLIMUS,Letter,2010-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021560s000ltr.pdf
21560,2,ZORTRESS,N021560,Prescription,NOVARTIS,TABLET (ORAL),0.5MG,EVEROLIMUS,Letter,2010-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021560s000ltr.pdf
21560,3,ZORTRESS,N021560,Prescription,NOVARTIS,TABLET (ORAL),0.75MG,EVEROLIMUS,Letter,2010-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021560s000ltr.pdf
21560,4,ZORTRESS,N021560,Prescription,NOVARTIS,TABLET (ORAL),1MG,EVEROLIMUS,Letter,2010-04-29T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021560s000ltr.pdf
